show_id,type,Title,Year,title,director,cast,country,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,duration,Gernes,Rotten Tomatoes,date_added,release_year,rating,,,,num_voted_users
s2683,Movie,A Christmas Carol,2019,For the Broken Hearted,Digo Ricio,"Yassi Pressman, Sam Concepcion, Louise De Los Reyes, Shy Carlos, Marco Gumabao, Katya Santos, Andrea Del Rosario, Lander Vera Perez, Christopher Roxas",Philippines,18+,7.2/10,0,1,0,1,93 min,"Dramas, International Movies, Romantic Movies",54/100,28-Jun-19,2016,TV-14,,,,144337
s3737,TV Show,A Cook's Tour,2002,Fate/Zero,,"Rikiya Koyama, Ayako Kawasumi, Sayaka Ohara, Sho Hayami, Tomokazu Seki, Jouji Nakata, Akina Abe, Takumi Yamasaki, Hikaru Midorikawa, Daisuke Namikawa",Japan,16+,8.2/10,0,0,1,0,2 Seasons,"Anime Series, International TV Shows",53/100,16-Apr-19,2013,TV-Y7,,,,174578
s4243,Movie,A Craftsmanâ€™s Legacy,2014,Taylor Swift reputation Stadium Tour,Paul Dugdale,Taylor Swift,,all,8.5/10,0,0,1,0,125 min,Music & Musicals,36/100,1-Jul-20,2019,TV-14,,,,345198
s3119,Movie,A Day in the Life,2011,After the Raid,Rodrigo Reyes,,"United States, Mexico",,5.9/10,0,1,0,0,25 min,"Documentaries, International Movies",39/100,1-Dec-18,2018,TV-14,,,,106072
s4389,Movie,A Desert Between Us and Them,2013,Aalorukkam,V C Abhilash,"Indrans, Sreekanth Menon, Vishnu Agasthya, Aliyar, Seethabaala, Shaji John, Sajith Nampiyar, Benny Vadakkan",India,,7.5/10,0,0,1,0,122 min,"Dramas, Independent Movies, International Movies",31/100,1-Mar-18,2017,TV-Y7,,,,522371
s3660,TV Show,A Different World,1987,Pinky Malinky,,"Lucas Grabeel, Nathan Kress, Diamond White, Danny Jacobs, Retta, Colleen Smith, Vargus Mason, Lauren Tom, Robbie Daymond, Grey Griffin",United States,7+,6.9/10,0,0,1,0,3 Seasons,"Kids' TV, TV Comedies",58/100,1-Mar-18,2016,R,,,,228554
s3911,Movie,A Fortunate Life,1986,Bollywood Calling,Nagesh Kukunoor,"Om Puri, Pat Cusick, Navin Nischol, Perizaad Zorabian",India,7+,7.9/10,0,0,1,0,102 min,"Comedies, Dramas, International Movies",46/100,7-Apr-18,2017,TV-14,,,,252257
s3632,Movie,A French Village,2009,Manu,Phanindra Narsetti,"Raja Goutham, Chandini Chowdary, Bomma Sreedhar, John Kottoly, Srikanth Mullagiri, Ravi Teja",India,,8.4/10,0,0,1,0,177 min,"Dramas, Independent Movies, International Movies",60/100,1-Oct-18,2016,TV-MA,,,,317542
s3574,Movie,A Gifted Man,2011,Our Planet - Behind The Scenes,,David Attenborough,United Kingdom,7+,7.0/10,0,0,1,0,63 min,Documentaries,64/100,1-Oct-17,2012,TV-MA,,,,2138
s1900,Movie,A House of Blocks,2017,Turkish Dance School,Burak Aksak,"Binnur Kaya, Demet Özdemir, Uraz Kaygılaroğlu, Okan Çabalar, Bora Cengiz, Nergis Öztürk, Berat Yenilmez, Meltem Gülenç, Hakan Salınmış",Turkey,18+,,1,0,0,0,107 min,"Comedies, International Movies, Romantic Movies",22/100,1-May-18,2018,TV-Y7,,,,116994
s660,TV Show,A Korean Odyssey,2017,Bangkok Love Stories: Innocence,,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",Thailand,,8.1/10,1,0,0,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",59/100,1-May-18,2017,TV-MA,,,,496749
s1455,Movie,A Little Help with Carol Burnett,2018,Good Hair,Jeff Stilson,"Chris Rock, Nia Long, Maya Angelou, Ice-T, Eve, Meagan Good, Al Sharpton, KRS-One, Raven-Symoné",United States,,6.2/10,1,0,0,0,96 min,Documentaries,43/100,30-Sep-20,2000,TV-Y,,,,138661
s3175,TV Show,A Little Late with Lilly Singh,2019,The Chosen One,Michel Tikhomiroff,"Paloma Bernardi, Renan Tenca, Gutto Szuster, Pedro Caetano, Mariano Mattos Martins, Alli Willow, Kiko Vianello, Francisco Gaspar, Tuna Dwek, Lourinelson Vladmir, Leonardo Ventura, Aury Porto, Glauber Amaral, Astrea Lucena",Brazil,16+,1.5/10,0,1,0,0,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",36/100,10-Jun-17,2016,PG-13,,,,128306
s947,Movie,A Little Thing Called First Love,2019,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Leon Rippy, John Diehl, Carlos Lauchu, Djimon Hounsou","United States, France",all,8.0/10,1,0,1,0,121 min,"Action & Adventure, Sci-Fi & Fantasy",53/100,1-Dec-20,2014,TV-Y7,,,,279093
s936,Movie,A Love So Beautiful,2017,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short",United States,,8.1/10,1,0,0,0,96 min,"Children & Family Movies, Comedies",53/100,31-Dec-19,2003,TV-MA,,,,272534
s1427,Movie,A Love So Beautiful (KR),2020,Gangaajal,Prakash Jha,"Ajay Devgn, Gracy Singh, Mohan Agashe, Mohan Joshi, Ayub Khan, Akhilendra Mishra, Mukesh Tiwari, Yashpal Sharma, Brij Gopal, Anita Kanwal",India,,7.4/10,1,0,0,0,148 min,"Dramas, International Movies",44/100,28-Aug-17,2015,TV-14,,,,120798
s2193,TV Show,A Million Little Things,2018,Transformers: War For Cybertron Trilogy,,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers, Keith Silverstein, Edward Bosco",United States,16+,7.9/10,0,1,0,0,1 Season,Anime Series,70/100,5-Jan-19,2016,TV-MA,,,,58137
s3342,TV Show,A Murder on Orchard Street,2017,Mobile Suit Gundam: Iron-Blooded Orphans,,"Kengo Kawanishi, Yoshimasa Hosoya, Natsuki Hanae, Yuuichirou Umehara, Yasuaki Takumi, Taishi Murata, Kouhei Amasaki, Mutsumi Tamura, Soma Saito, Yuka Terasaki, Hisako Kanemoto, Takahiro Sakurai, Masaya Matsukaze, Toru Okawa",Japan,,,0,1,0,0,2 Seasons,"Anime Series, International TV Shows",16/100,1-Apr-21,2009,TV-MA,,,,485430
s4368,TV Show,A Path Appears,2016,Sick Note,,"Rupert Grint, Nick Frost, Don Johnson, Lindsay Lohan, Pippa Bennett-Warner, Marama Corlett, Karl Theobald, Belinda Stewart-Wilson, Camilla Beeput, Dustin Demri-Burns, Tolu Ogunmefun",United Kingdom,,7.6/10,0,0,1,0,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",32/100,15-Jun-19,2018,PG,,,,305340
s880,TV Show,A Perfect Crime,2020,Halston,Daniel Minahan,"Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu, Krysta Rodriguez, Rory Culkin, Vera Farmiga, Gian Franco Rodriguez, Sullivan Jones, Kelly Bishop, Dilone, James Waterston, Jason Kravits, Mary Beth Peil",United States,,7.3/10,1,0,0,0,1 Season,TV Dramas,54/100,15-Dec-16,2015,TV-MA,,,,682155
s1905,Movie,A Perfect Day for Arsenide,2021,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya","Edward James Olmos, Zach De La Rocha",United States,,,1,0,0,0,83 min,"Documentaries, LGBTQ Movies",21/100,18-Apr-19,2016,TV-MA,,,,928227
s120,Movie,A Series of Unfortunate Events,2017,Here and There,JP Habac,"Janine Gutierrez, JC Santos, Victor Anastacio, Yesh Burce, Lotlot De Leon",,7+,7.8/10,1,0,0,0,99 min,"Dramas, International Movies, Romantic Movies",79/100,1-Jan-21,2011,TV-Y7,,,,1468200
s1618,Movie,A Taiwanese Tale of Two Cities,2018,Natalie Palamides: Nate - A One Man Show,Phil Burgers,Natalie Palamides,United States,,6.5/10,1,0,0,0,60 min,Comedies,40/100,1-Aug-21,2012,TV-Y,,,,374
s4190,TV Show,A Tale of Two Cities,1980,Lavender,,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi",Taiwan,,6.6/10,0,0,1,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",38/100,1-Oct-19,1989,TV-MA,,,,637246
s2231,TV Show,A Teacher,2020,Kissing Game,,"Caio Horowicz, Iza Moreira, Michel Joelsas, Denise Fraga, Thomás Aquino, Luana Nastas, Esther Tinman, Kevin Vechiatto, Grace Passô, Bianca Byington, Bruno Garcia, Flávio Tolezani, Carolina del Carmen Peleritti",Brazil,18+,6.9/10,0,1,0,0,1 Season,"International TV Shows, TV Dramas, TV Mysteries",69/100,7-Jun-20,2020,TV-Y7,,,,272223
s1743,Movie,A Thousand Goodnights,2019,Felix Lobrecht: Hype,Jan-Peter Horns,Felix Lobrecht,Germany,,,1,0,0,0,60 min,Stand-Up Comedy,36/100,31-Jan-20,2020,TV-MA,,,,459346
s1343,Movie,A Touch of Green,2015,Space Sweepers,Jo Sung-hee,"Song Joong-ki, Kim Tae-ri, Jin Sun-kyu, Yoo Hai-jin, Richard Armitage, Park Ye-rin",South Korea,,8.4/10,1,0,0,0,138 min,"Action & Adventure, Dramas, International Movies",46/100,12-Jul-19,2019,TV-14,,,,518537
s2885,Movie,A Very Brady Renovation,2019,The Visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",,,8.1/10,0,1,0,0,138 min,"Dramas, Independent Movies, International Movies",48/100,20-Nov-20,2019,TV-MA,,,,166137
s3706,TV Show,A Very British Coup,1988,Instant Hotel,,"Luke Jacobz, Juliet Ashworth",Australia,18+,8.3/10,0,0,1,0,2 Seasons,"International TV Shows, Reality TV",55/100,1-Feb-18,2017,TV-Y,,,,124185
s3517,Movie,A Very English Scandal,2018,Oh! Baby,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",India,16+,7.7/10,0,0,1,0,157 min,"Comedies, International Movies, Music & Musicals",72/100,1-Aug-21,2020,TV-14,,,,82380
s755,Movie,A Very Secret Service,2015,A Private War,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States",18+,7.8/10,1,0,0,0,110 min,"Dramas, Independent Movies",57/100,16-Aug-19,2019,TV-G,,,,21352
s2749,TV Show,A Wilderness of Error,2020,Well-Intended Love,,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi",China,18+,6.5/10,0,1,0,0,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",52/100,20-Dec-17,2017,G,,,,211971
s4133,TV Show,A Woman Named Jackie,1991,Romance is a bonus book,,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young",South Korea,7+,6.6/10,0,0,1,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",39/100,12-Jul-19,2019,TV-G,,,,111609
s3439,Movie,A Woman's Job,2017,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,,,0,1,0,0,106 min,"Dramas, Romantic Movies",10/100,5-May-16,2015,TV-MA,,,,188457
s1570,TV Show,A Year In Space,2016,Masameer Classics,,"Malik Nejer, Abdulaziz Alshehri",Saudi Arabia,,7.4/10,1,0,1,0,4 Seasons,"International TV Shows, TV Comedies",41/100,13-Jun-20,2019,TV-MA,,,,106446
s4426,Movie,A Year to Remember,2011,Asees,Rana Ranbir,"Rana Ranbir, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Sardar Sohi, Pardeep Sran, Seema Kaushal, Rajvir Boparai",India,,6.3/10,0,0,1,0,123 min,"Dramas, International Movies, Music & Musicals",29/100,5-Jan-19,2017,TV-Y,,,,254111
s1285,Movie,A.I.C.O. -Incarnation-,2018,The Conjuring 2,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito, Benjamin Haigh, Patrick McAuley, Simon McBurney, Maria Doyle Kennedy, Simon Delaney, Franka Potente","Canada, United States, United Kingdom",18+,6.4/10,1,0,0,0,134 min,Horror Movies,47/100,17-Mar-19,2014,PG-13,,,,513158
s5178,Movie,A.N.T. Farm,2011,The Killer,Marcelo Galvão,"Diogo Morgado, Etienne Chicot, Maria de Medeiros, Deto Montenegro, Jonas Leite, Paulo Gorgulho, Will Roberts, Allan Lima, Eduardo Galvão, Igor Galvão",Brazil,all,5.1/10,0,0,0,1,100 min,"Action & Adventure, International Movies",52/100,7-Dec-18,2018,TV-PG,,,,138863
s2859,Movie,æ�‹ã�¨é�¸æŒ™ã�¨ãƒ�ãƒ§ã‚³ãƒ¬ãƒ¼ãƒˆ,2012,Calico Critters: Everyone's Big Dream Flying in the Sky,Momoko Kamiya,Erika Harlacher,,18+,6.6/10,0,1,0,0,11 min,Children & Family Movies,49/100,16-Mar-17,2014,TV-14,,,,355137
s1867,Movie,è¡ŒåŒ»,2011,The Legend of Bhagat Singh,Rajkumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar, Farida Jalal, Amrita Rao, Mukesh Tiwari",India,,8.2/10,1,0,0,0,156 min,"Dramas, International Movies",31/100,1-Dec-20,2004,PG,,,,385670
s1878,TV Show,å¤©å›½çš„å«�è¡£,2004,Private Lives,,"Seohyun, Ko Kyung-pyo, Kim Hyo-jin, Kim Young-min, Tae Won-seok, Song Sun-mi, Park Seong-geun, Jang Jin-hee, Yoon Sa-bong, Lee Hak-ju, Song Sang-eun, Jang Won-hyeok, Yoo Hee-je, Min Zio, Kim Min-sang, Kim Ba-da, Cha Soo-yeon",South Korea,,6.2/10,1,0,0,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",30/100,1-Jun-19,2011,TV-PG,,,,343648
s4256,Movie,ë¶€ë¦‰! ë¶€ë¦‰! ë¸Œë£¨ë¯¸ì¦ˆ,2012,Life Ki Toh Lag Gayi,Rakesh Mehta,"Kay Kay Menon, Ranvir Shorey, Manu Rishi Chadha, Pradhuman Singh, Neha Bhasin, Jackie Shroff, Asrani, Neeraj Vora, Sharat Saxena, Tom Alter",India,,4.6/10,0,0,1,0,109 min,"Action & Adventure, Comedies, Dramas",36/100,27-Jan-21,2021,PG-13,,,,530870
s2634,Movie,é ­æ–‡å­—D First Stage,1998,She Made Me a Criminal,Amr Arafa,"Ahmed Helmy, Ghada Adel, Hassan Hosny, Riham Abdel Ghafour, Edward, Abdullah Moshref, Youssef Eid, Mohamed Sharaf",Egypt,7+,8.4/10,0,1,0,0,105 min,"Comedies, International Movies",55/100,28-Sep-18,2012,TV-14,,,,320284
s4199,Movie,é‚£å¹´èŠ±é–‹æœˆæ­£åœ“,2017,All of You,Dan Villegas,"Jennylyn Mercado, Derek Ramsay, Yayo Aguila, Kean Cipriano, Nico Antonio, Enzo Marcos, Via Antonio, Hannah Ladesma",Philippines,7+,7.8/10,0,0,1,0,104 min,"Comedies, Dramas, International Movies",38/100,27-Apr-20,2019,TV-MA,,,,473887
s1883,Movie,é˜³å…³é�“,2018,Dolly Parton: Here I Am,Francis Whately,Dolly Parton,United Kingdom,,3.2/10,1,0,0,0,90 min,"Documentaries, Music & Musicals",29/100,6-Apr-18,2018,TV-Y7,,,,980946
s3085,TV Show,A3!,2020,Rainbow Ruby,,"Alyssya Swales, Shannon Chan-Kent, Brian Drummond, Olivia Charles, Kate Higgins, Johnny Yong Bosch","South Korea, Canada, United States, China",16+,6.5/10,0,1,0,0,1 Season,Kids' TV,35/100,1-Jul-21,2012,TV-14,,,,146019
s1777,Movie,�¢�¾�±�¾Ñ‚,2010,In Line,Tope Oshin,"Chris Attoh, Adesua Etomi, Uzor Arukwe, Sika Osei, Leonora Okien, Shawn Faqua, Tina Mba",Nigeria,7+,6.6/10,1,0,1,0,114 min,"Dramas, International Movies",40/100,8-Feb-18,2017,R,,,,130272
s3046,TV Show,Abandoned,2012,Dracula,,"Claes Bang, Dolly Wells, John Heffernan",United Kingdom,,,0,1,1,0,1 Season,"British TV Shows, International TV Shows, TV Dramas",42/100,13-Dec-19,2019,TV-Y7,,,,361924
s1336,TV Show,Abby Hatcher,2018,The Sinner,,"Jessica Biel, Bill Pullman, Christopher Abbott, Abby Miller, Dohn Norwood",United States,all,6.2/10,1,0,0,0,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",46/100,8-Sep-15,2015,TV-Y7,,,,364948
s4124,Movie,ABC Galaxy,2015,ReMastered: The Two Killings of Sam Cooke,Kelly Duane de la Vega,Sam Cooke,United States,,,0,0,1,0,74 min,"Documentaries, Music & Musicals",40/100,1-Nov-20,2019,TV-MA,,,,421658
s3446,TV Show,ABC News | Features,2016,My Country: The New Age,,"Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang",South Korea,,,0,1,0,0,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure",10/100,1-Nov-17,2014,TV-14,,,,421818
s3424,TV Show,ABC News | Garage Geniuses,2016,Black Money Love,Ahmet Katıksız,"Güler Ökten, Hazal Türesan, İlkin Tüfekçi, Bedia Ener, Erkan Can, Öykü Karayel, Emre Kızılırmak, Bestemsu Özdemir, Engin Akyürek, Burak Tamdoğan, Saygın Soysal, Tuba Büyüküstün, Ali Yörenç, Ahmet Tansu Taşanlar, Elif İnci",Turkey,,,0,1,0,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",10/100,1-Sep-19,2017,PG,,,,414070
s3362,TV Show,ABC News Documentaries,2015,Tunnel,,"Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew, Phenphet Phenkul, Sumet Ong-Art, Amarin Nitipon, Tor Techathuwanan, Komsan Kajonpaisansuk",,,,0,1,0,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",14/100,30-Jul-19,2019,PG-13,,,,552503
s3258,TV Show,ABC News Specials,2010,Miss Culinary,,"Wanida Termthanaporn, Jason Young, Thanawin Teeraphosukarn, Thanabordee Jaiyen, Chonnikan Netjui, Passaranan Ussadamongkol, Janya Thanasawangkun, Jaturong Mokjok, Panadda Wongphudee��",,,4.8/10,0,1,0,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",29/100,27-Oct-16,2016,PG-13,,,,207839
s3293,Movie,ABC Primetime Nightline,2011,To Be of Service,Josh Aronson,,United States,,,0,1,0,0,88 min,Documentaries,22/100,21-Dec-18,2018,TV-Y,,,,536314
s3165,Movie,ABC World News,1953,Nothing to Lose 2,Alexandre Avancini,"Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo Galvão, César Mello, Leonardo Franco, Raphael Viana, Otávio Martins",Brazil,,5.8/10,0,1,0,0,97 min,"Dramas, Faith & Spirituality, International Movies",36/100,15-May-19,2018,R,,,,146766
s1472,Movie,Abla Fahita: Drama Queen,2021,Best of Stand-Up 2020,,"Jerry Seinfeld, Leslie Jones, Taylor Tomlinson, Tom Segura, Jack Whitehall, Michelle Buteau, Bert Kreischer, Jo Koy, Donnell Rawlings, Jim Jefferies, Nikki Glaser, George Lopez, Sam Jay, Marc Maron, Kevin Hart, Michael McIntyre, Fortune Feimster, Eric André, Jim Norton, Felipe Esparza, Hannah Gadsby, Patton Oswalt, Vir Das, Robert Kelly, Urzila Carlson, Tom Papa, Kanan Gill, Ms. Pat, Rob Schneider, Adrienne Iapalucci, Kenny Sebastian, Thomas Middleditch, Ben Schwartz",,,6.6/10,1,0,0,0,77 min,Stand-Up Comedy,43/100,2-Aug-18,2011,TV-MA,,,,33042
s4434,Movie,About Him: Freshman Year,2017,Do Dooni Chaar,Habib Faisal,"Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna, Akhilendra Mishra, Natasha Rastogi, Manoj Bakshi, Supriya Shukla",India,,,0,0,1,0,106 min,"Comedies, International Movies",29/100,30-Mar-21,2021,R,,,,152826
s4542,Movie,'About Joey',2017,Joe Rogan: Strange Times,Anthony Giordano,Joe Rogan,,,,0,0,1,0,64 min,Stand-Up Comedy,18/100,1-Jun-16,2016,PG-13,,,,199039
s3549,Movie,Absentia,2017,Feo pero sabroso,Fernando Ayllón,"Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo",Colombia,18+,7.3/10,0,0,1,0,91 min,"Comedies, International Movies",67/100,10-Aug-18,2018,R,,,,232187
s2788,TV Show,Absolute Duo,2015,Archibald's Next Big Thing,,"Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren",,18+,6.4/10,0,1,0,0,2 Seasons,"Kids' TV, TV Comedies",51/100,22-Dec-17,2017,R,,,,89442
s3295,TV Show,Absolutely Ascot,2018,Greatest Events of WWII in Colour,,,United Kingdom,,,0,1,0,0,1 Season,"British TV Shows, Docuseries, International TV Shows",22/100,1-Jun-16,2016,PG,,,,42372
s2108,Movie,Absolutely Fabulous,1992,The Sleepover,Trish Sie,"Sadie Stanley, Maxwell Simkins, Ken Marino, Malin Akerman, Cree Cicchino, Lucas Jaye, Karla Souza, Enuka Okuma, Erik Griffin, Joe Manganiello",United States,16+,8.1/10,0,1,0,0,104 min,"Action & Adventure, Children & Family Movies, Comedies",74/100,4-Aug-21,2016,PG-13,,,,105902
s231,Movie,Abstract: The Art of Design,2017,The River Runner,Rush Sturges,,,16+,8.4/10,1,0,0,0,86 min,"Documentaries, Sports Movies",73/100,26-Mar-20,2020,R,,,,182718
s1593,Movie,Absurd Planet,2020,Christmas Crossfire,Detlev Buck,"Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla, Merlin Rose, Detlev Buck, Peter Kurth, Anika Mauer, Frederic Linkemann, Bernd Hölscher",Germany,7+,3.9/10,1,0,0,0,106 min,"Comedies, International Movies, Thrillers",40/100,16-May-18,2017,TV-MA,,,,118951
s4734,Movie,"Abu, The Little Dinosaur",2015,Rowdy Rathore,Prabhu Deva,"Akshay Kumar, Sonakshi Sinha, Nasser, Yashpal Sharma, Paresh Ganatra, Gurdip Kohli, Mushtaq Khan, Amit Kumar Tiwari",India,,,0,0,1,0,137 min,"Action & Adventure, Comedies, International Movies",13/100,1-Mar-17,2016,R,,,,256695
s955,Movie,Abyss,2019,The Yeti Adventures,"Pierre Greco, Nancy Florence Savard","Rachelle Lefevre, Noel Fisher, Colm Feore, Julian Stamboulieh, Jesse Camacho, Bronwen Mantel, Arthur Holden",Canada,16+,7.1/10,1,0,0,0,85 min,"Children & Family Movies, Comedies",53/100,13-Aug-19,2019,PG-13,,,,164238
s3956,Movie,Acapulco H.E.A.T.,1993,Pinky Memsaab,Shazia Ali Khan,"Hajira Yamin, Kiran Malik, Adnan Jaffar, Sunny Hinduja, Khalid Ahmed, Shamim Hilaly, Hajrah Khan, Ahmed Ali Khan","Pakistan, United Arab Emirates",16+,5.8/10,0,0,1,0,124 min,"Dramas, Independent Movies, International Movies",45/100,5-Mar-20,2016,PG-13,,,,17590
s2723,Movie,Accel World,2012,Duplicate,Mahesh Bhatt,"Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Farida Jalal, Mohnish Bahl, Tiku Talsania, Gulshan Grover, Sharat Saxena",India,16+,7.1/10,0,1,0,0,165 min,"Comedies, Dramas, International Movies",53/100,21-May-21,2021,R,,,,85086
s1079,Movie,Accidentally In Love,2018,Shiva: The Secret World Of Vedas City,Suhas Kadav,,,7+,7.6/10,1,0,0,0,78 min,Children & Family Movies,51/100,21-May-21,2021,R,,,,39956
s3753,TV Show,Accidentally on Purpose,2009,Marvel's Jessica Jones,,"Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit",United States,7+,6.3/10,0,0,1,0,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",52/100,21-May-21,2021,R,,,,47900
s3215,Movie,Activate: The Global Citizen Movement,2019,Payday,Cheta Chukwu,"Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan",Nigeria,,5.3/10,0,1,0,0,110 min,"Comedies, Independent Movies, International Movies",33/100,22-Jul-21,2021,TV-PG,,,,381672
s4610,Movie,Actually Me,2017,Tiger,Sartaj Singh Pannu,"Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta",India,,,0,0,1,0,130 min,"Action & Adventure, Dramas, International Movies",14/100,1-Jul-17,2011,TV-14,,,,119213
s1099,Movie,Ad Vitam,2018,Mandela,Madonne Ashwin,"Yogi Babu, Sheela Rajkumar, Sangili Murugan, G. M. Sundhar",India,7+,6.5/10,1,0,0,0,140 min,"Comedies, Dramas, International Movies",50/100,28-Oct-19,2019,R,,,,169914
s4565,Movie,Adam & Eve,2016,Dushman,Shagufta Rafique,"Kartar Cheema, Jashan Singh, Sakshi Gulati, Gulshan Grover, Savita Bhatti, Yashpal Sharma, Mohit Sharma, Sukhwinder Sohi",,,,0,0,1,0,141 min,"Dramas, International Movies",17/100,15-Oct-20,2020,R,,,,69757
