show_id,type,Title,Year,title,director,cast,country,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,duration,Gernes,Rotten Tomatoes,date_added,release_year,rating,,,,num_voted_users
s3339,Movie,Tasty 101,2016,Holly Star,Michael A. Nickles,"Katlyn Carlson, Brian Muller, Teya Patt, Pamela Chabora",United States,,,0,1,1,0,92 min,"Children & Family Movies, Comedies, Romantic Movies",17/100,28-Sep-18,2018,TV-PG,,,,32378
s4705,TV Show,Tasty's Made By Hand,2018,All About the Washingtons,,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",United States,,,0,0,1,0,1 Season,TV Comedies,13/100,6-Nov-17,2017,TV-14,,,,12942
s4882,Movie,Tatiana's Night,2015,Manhunt,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba","China, Hong Kong",,,0,0,1,0,109 min,"Action & Adventure, International Movies",10/100,8-Nov-19,2019,TV-MA,,,,9066
s1476,Movie,Tattoo Redo,2021,Too Handsome to Handle,Sabrina Rochelle Kalangie,"Ari Irham, Nikita Willy, Calvin Jeremy, Rachel Amanda, Dimas Dinang, Tarra Budiman, Marcellino Lafrand, Iis Dahlia",Indonesia,,5.1/10,1,0,0,0,106 min,"Comedies, Dramas, International Movies",43/100,31-Mar-17,1946,PG,,,,25332
s2314,TV Show,Taxi,1978,Say I Do,,"Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini",United States,7+,7.7/10,0,1,0,0,1 Season,"Reality TV, Romantic TV Shows",66/100,8-Aug-19,2013,TV-MA,,,,149444
s1689,TV Show,Tayee,2018,We Are the Champions,,,United States,,8.0/10,1,0,0,0,1 Season,"Docuseries, Reality TV",38/100,9-Jul-21,2021,TV-MA,,,,2580
s1579,TV Show,Tayo the Little Bus,2010,Juman,,"Nour Al Ghandour, Muhanad Al-Hamdi, Huda El Khateib, Hassan Ibrahim, Abdullah Al-Turkumani, Nasser Kermani, Foaz Al -Shatti, Muhammad Al Dousari, Ahmed El Hozeem, Ghorour, Fatma Al Tabbakh",Kuwait,,5.6/10,1,1,1,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",40/100,2-Jun-20,2006,TV-MA,,,,15293
s4654,Movie,Tea Time with Tayla,2011,City of Joy,Madeleine Gavin,,"United States,",,,0,0,1,0,77 min,Documentaries,13/100,16-Jun-21,2021,TV-14,,,,109335
s5275,TV Show,Teacher's Pet,2000,Offspring,,"Asher Keddie, Kat Stewart, Richard Davies, Linda Cropper, Jane Harber, Alicia Gardiner, Lachy Hulme, Eddie Perfect, Deborah Mailman, John Waters",Australia,all,6.3/10,0,0,0,1,7 Seasons,"TV Comedies, TV Dramas",42/100,8-Aug-19,2015,TV-PG,,,,19331
s1592,Movie,Team Kaylie,2019,Captain Underpants Mega Blissmas,"Erik Kling, Kevin Peaty","Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jim Cummings, Jorge Diaz",United States,,4.4/10,1,0,0,0,46 min,"Children & Family Movies, Comedies",40/100,23-Apr-21,2021,TV-14,,,,18656
s3747,TV Show,Team Umizoomi,2010,Black Spot,,"Suliane Brahim, Hubert Delattre, Laurent Capelluto, Samuel Jouy, Renaud Rutten, Camille Aguilar, Tiphaine Daviot, Naidra Ayadi, Brigitte Sy, Anne Suarez, Dan Herzberg, Olivier Bonjour, Thomas Doret","France, Belgium",all,6.0/10,0,0,1,0,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",53/100,1-Sep-21,2010,TV-PG,,,,7721
s648,TV Show,Teasing Master Takagi-san,2018,The Parisian Agency: Exclusive Properties,,"Olivier Kretz, Sandrine Kretz, Valentin Kretz, Martin Kretz, Louis Kretz",,7+,7.7/10,1,0,0,0,1 Season,"International TV Shows, Reality TV",60/100,1-Sep-21,2018,TV-14,,,,27650
s3437,Movie,Technique Critique,2016,GEN HOSHINO STADIUM TOUR “POP VIRUS�,Naoto Amazutsumi,Gen Hoshino,,,,0,1,0,0,154 min,"International Movies, Music & Musicals",10/100,28-Nov-19,2019,TV-PG,,,,1361
s4556,Movie,Technological Marvels of the Ancient World,2003,The Meaning of Monty Python,Albert Sharpe,,United Kingdom,,,0,0,1,0,60 min,Documentaries,17/100,15-Apr-17,2014,TV-14,,,,8265
s3623,Movie,Ted Bundy: Falling for a Killer,2020,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,Sebastian Maniscalco,United States,18+,7.9/10,0,0,1,0,63 min,Stand-Up Comedy,61/100,4-Dec-20,2020,TV-14,,,,7998
s862,Movie,Teen Mom 2,2011,Little Singham Future mein Satakli,Prakash Satam,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Saumya Daan, Sonal Kaushal, Sumriddhi Shukla",,7+,4.3/10,1,0,1,0,47 min,"Children & Family Movies, Comedies",55/100,7-Feb-19,2018,TV-MA,,,,44457
s3783,TV Show,Teen Mom OG,2009,A Thousand Goodnights,,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin, Chen Bor-jeng, Miao Ke-li",Taiwan,7+,3.6/10,0,0,1,0,1 Season,"International TV Shows, TV Dramas",51/100,2-Nov-19,2015,TV-MA,,,,1004
s2485,Movie,Teen Titans Go!,2013,Lock Your Girls In,Fouad El-Mohandes,"Fouad El-Mohandes, Sanaa Younes, Sherihan, Ahmed Rateb, Ijlal Zaki, Zakariya Mowafi",,7+,5.4/10,0,1,0,0,233 min,"Comedies, International Movies, Romantic Movies",59/100,1-Jul-17,2013,TV-MA,,,,32923
s1985,Movie,Teen Wolf,2011,GIMS: On the Record,Florent Bodin,Maître Gims,France,16+,7.6/10,0,1,1,0,96 min,"Documentaries, International Movies, Music & Musicals",85/100,1-Feb-18,2017,TV-MA,,,,21316
s232,Movie,Teenage Bounty Hunters,2020,The Water Man,David Oyelowo,"David Oyelowo, Rosario Dawson, Lonnie Chavis, Amiah Miller, Alfred Molina, Maria Bello",United States,18+,7.7/10,1,0,0,0,92 min,"Children & Family Movies, Dramas",72/100,2-Oct-19,2014,TV-PG,,,,8279
s2362,Movie,Teenage Mutant Ninja Turtles,2012,The Emigrant,Youssef Chahine,"Khaled El Nabawy, Hanan Turk, Yousra, Mahmoud Hemeida, Safia el-Emari, Michel Piccoli, Ahmed Bedir","Egypt, France",7+,7.8/10,0,1,0,0,130 min,"Dramas, International Movies",64/100,14-Feb-20,2010,TV-MA,,,,95362
s4182,Movie,Teens React,2011,Patria,Matías Gueilburt,Paco Ignacio Taibo II,Mexico,,5.5/10,0,0,1,0,90 min,"Documentaries, International Movies",38/100,12-Sep-18,2018,TV-MA,,,,8465
s4321,TV Show,Teletubbies: Nursery Rhymes,2017,Neo Yokio,,"Jaden Smith, Jude Law, Tavi Gevinson, Susan Sarandon, Desus Nice, The Kid Mero, Richard Ayoade, Willow Smith, Kiernan Shipka, Jason Schwartzman, Amandla Stenberg, Ray Wise",United States,,5.2/10,0,0,1,0,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",34/100,1-Apr-17,2010,TV-MA,,,,9502
s4530,TV Show,Television Playhouse,1947,Dancing Queen,,"Justin ""Alyssa Edwards"" Johnson",,,,0,0,1,0,1 Season,Reality TV,18/100,21-Jul-18,2014,TV-MA,,,,806
s3521,Movie,Tell Me Your Secrets,2021,Locked on You,Kıvanç Baruönü,"Ata Demirer, Demet Akbağ, Gonca Vuslateri, İlker Aksum, Tarık Ünlüoğlu, Erkan Can, Hande Dane, Ayten Uncuoğlu, Hakan Salınmış, İştar Gökseven",Turkey,18+,7.4/10,0,0,1,0,105 min,"Comedies, International Movies",72/100,1-Jul-21,2010,TV-MA,,,,6000
s3297,Movie,"Tengo Talento, Mucho Talento",2012,Let It Snow,Luke Snellin,"Isabela Moner, Shameik Moore, Kiernan Shipka, Odeya Rush, Liv Hewson, Mitchell Hope, Jacob Batalon, Joan Cusack, Matthew Noszka, Anna Akana, Miles Robbins, D'Arcy Carden, Mason Gooding, Andrea De Oliveira, Victor Rivers",United States,,,0,1,0,0,93 min,"Comedies, Dramas, LGBTQ Movies",22/100,1-Nov-18,2007,TV-MA,,,,299
s3941,TV Show,Tenspeed and Brown Shoe,1980,Quicksand,,"Hanna Ardéhn, Felix Sandman, William Spetz, Ella Rappich, David Dencik, Reuben Sallmander, Maria Sundbom, Rebecka Hemse, Arvid Sand, Helena af Sandeberg, Anna Björk",Sweden,7+,7.6/10,0,0,1,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",45/100,22-Apr-21,2021,TV-PG,,,,12560
s2041,TV Show,Terminator: The Sarah Connor Chronicles,2008,Transformers: Cyberverse,,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",,7+,7.7/10,0,1,0,0,2 Seasons,Kids' TV,79/100,1-Jun-19,2018,TV-PG,,,,14548
s1160,Movie,Terrace House: Aloha State,2016,Black Is Beltza,Fermín Muguruza,"Unax Ugalde, Isaach De Bankolé, Iseo, Sergi López, Ramón Agirre, Jorge Perugorría, Angelo Moore, Maria de Medeiros",,,7.5/10,1,0,0,0,87 min,"Dramas, International Movies",49/100,28-Dec-18,2012,TV-PG,,,,3665
s825,Movie,Terrace House: Boys & Girls in the City,2015,Welcome Home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",United States,7+,8.1/10,1,0,0,0,97 min,Thrillers,55/100,25-Feb-19,2018,TV-MA,,,,8239
s1184,Movie,Terrace House: Opening New Doors,2017,Reframe THEATER EXPERIENCE with you,Taketoshi Sado,Perfume,,,7.8/10,1,0,0,0,84 min,"International Movies, Music & Musicals",49/100,15-Jun-21,2013,TV-PG,,,,9808
s1253,Movie,Terrace House: Tokyo 2019-2020,2019,How to Be Really Bad,Marco Petry,"Emma Bading, Janina Fautz, Ludwig Simon, Samuel Finzi, Emilio Sakraya, Oliver Korittke, Alwara Höfels, Matilda Marz, Amina Merai, Johann von Bülow, Axel Stein, Theo Trebs",Germany,,7.4/10,1,0,0,0,100 min,"Comedies, International Movies",47/100,22-Apr-15,2009,TV-MA,,,,128334
s2159,TV Show,Terriers,2010,Word Party Songs,,,United States,18+,8.4/10,0,1,0,0,1 Season,Kids' TV,72/100,15-Jun-19,2019,TV-14,,,,3943
s3202,Movie,Terrific Trucks,2016,Thug Life,Mukesh Vohra,"Harish Verma, Jass Bajwa, Rajiv Thakur, Ihana Dhillon, Yograj Singh, Karamjit Anmol, Anita Devgan, Vrajesh Hirjee, Rana Jung Bahadur, Hobby Dhaliwal",India,all,5.7/10,0,1,0,0,133 min,"Comedies, Dramas, International Movies",34/100,1-Aug-17,2016,R,,,,8005
s1607,Movie,Terrorism Close Calls,2018,Fierce,Anna Wieczur-Bluszcz,"Katarzyna Sawczuk, Maciej Zakościelny, Anita Sokołowska, Julia Kamińska, Tomasz Karolak, Maria Pakulnis, Barbara Wypych, Wojciech Solarz, Adrian Majewski, Michał Piprowski, Urszula Dudziak, Krzysztof Ibisz",Poland,,5.2/10,1,0,0,0,118 min,"Comedies, Dramas, International Movies",40/100,23-Jun-18,2018,TV-MA,,,,37594
s4773,TV Show,Tesla Road Trip,2017,Meteor Garden,,"Shen Yue, Dylan Wang, Darren Chen, Connor Liang, Caesar Wu",China,,,0,0,1,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",13/100,20-Jun-16,2014,TV-MA,,,,8603
s3709,TV Show,Texas Rising,2015,Paquita Salas,,"Brays Efe, Belén Cuesta, Lidia San José, �lex de Lucas, Mariona Terés",Spain,16+,6.7/10,0,0,1,0,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",55/100,28-May-19,2018,TV-MA,,,,18711
s1114,Movie,"That Winter, the Wind Blows",2013,2012,Roland Emmerich,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",United States,,7.7/10,1,0,0,0,158 min,"Action & Adventure, Sci-Fi & Fantasy",50/100,16-Aug-18,1997,TV-14,,,,15885
s5115,Movie,That's So Raven,2003,Desire,Diego Kaplan,"Carolina Ardohain, Mónica Antonópulos, Guilherme Winter, Juan Sorini, Andrea Frigerio",Argentina,all,6.6/10,0,0,0,1,94 min,"Dramas, International Movies, Romantic Movies",60/100,2-Jun-20,2006,TV-MA,,,,43982
s1559,Movie,That's What Happened,2019,Giving Voice,"James D. Stern, Fernando Villena","Viola Davis, Denzel Washington, Stephen Henderson, Freedom Martin, Nia Sarfo, Cody Merridith, Gerardo Navarro, Aaron Guy, Callie Holley",United States,,8.1/10,1,0,0,0,91 min,Documentaries,41/100,15-Jul-21,2021,TV-MA,,,,25063
s2812,Movie,"The $100,000 Pyramid",2016,Digs & Discoveries: All Track's Lead to Rome,Joey So,"Joseph May, Anna Francolini, Antonio Magro, Montserrat Lombard, Flaminia Cinque, Keith Wickham",,16+,6.2/10,0,1,0,0,23 min,Children & Family Movies,50/100,18-May-20,2019,TV-14,,,,55329
s1843,Movie,The 10 Sins,2019,The Trial of the Chicago 7,Aaron Sorkin,"Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman","United States, United Kingdom, India",,6.9/10,1,0,0,0,130 min,Dramas,32/100,6-May-19,2018,TV-14,,,,761
s49,Movie,The 100,2014,Training Day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Eva Mendes",United States,16+,7.6/10,1,0,0,0,122 min,"Dramas, Thrillers",86/100,19-Aug-21,2011,TV-MA,,,,31089
s130,Movie,The 4400,2004,An Unfinished Life,Lasse Hallström,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson","Germany, United States",7+,7.3/10,1,0,0,0,108 min,Dramas,79/100,3-Aug-18,2018,TV-MA,,,,356181
s3371,TV Show,The 76th Annual Golden Globe Awards,2019,Brotherhood,,"Naruna Costa, Seu Jorge, Hermila Guedes, Lee Taylor, Danilo Grangheia, Wesley Guimarães, Pedro Wagner",Brazil,,,0,1,0,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",14/100,1-Nov-19,1992,TV-14,,,,3942
s635,Movie,The A List,2018,Wonder Boy,Anissa Bonnefont,Olivier Rousteing,France,7+,5.5/10,1,0,0,0,83 min,"Documentaries, International Movies",60/100,4-Mar-20,2019,TV-MA,,,,37495
s3590,TV Show,The A Word,2016,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap","Saif Ali Khan, Nawazuddin Siddiqui, Radhika Apte, Neeraj Kabi, Jitendra Joshi","India, United States",18+,7.8/10,0,0,1,0,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",63/100,6-Feb-16,2015,TV-14,,,,368
s3646,Movie,The ABC Murders,2018,D.L. Hughley: Contrarian,Jay Chapman,D.L. Hughley,United States,16+,6.6/10,0,0,1,0,58 min,Stand-Up Comedy,59/100,17-Dec-18,2018,TV-MA,,,,22246
s2558,TV Show,The Accident,2019,Scissor Seven,He Xiaofeng,"He Xiaofeng, Jiang Guangtao, Duan Yixuan, Zhu Rongrong, Wen Sen, Jiang Huiqin, Ban Ma, Ronny Chieng, Shinji Saito, Daniel Sosa",China,,6.2/10,0,1,0,0,2 Seasons,"International TV Shows, TV Action & Adventure, TV Comedies",58/100,21-Nov-14,2014,TV-MA,,,,1289
s4165,Movie,The Aces' War,2018,Goyo: The Boy General,Jerrold Tarog,"Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado, Gwen Zamora, Jeffrey Quizon, Alvin Anson, Empress Schuck, Perla Bautista, Benjamin Alves",Philippines,,6.9/10,0,0,1,0,150 min,"Dramas, International Movies",38/100,1-Oct-19,2017,TV-14,,,,47385
s2037,Movie,The Act,2019,#Alive,Cho Il,"Yoo Ah-in, Park Shin-hye",South Korea,18+,8.0/10,0,1,0,0,99 min,"Horror Movies, International Movies, Thrillers",79/100," October 1, 2019",2012,TV-14,,,,7625
s4732,Movie,The Adventure Series,2016,Raajneeti,Prakash Jha,"Ajay Devgn, Nana Patekar, Ranbir Kapoor, Katrina Kaif, Arjun Rampal, Manoj Bajpayee, Sarah Thompson, Naseeruddin Shah",India,,,0,0,1,0,162 min,"Dramas, International Movies, Thrillers",13/100,21-Feb-18,2012,TV-MA,,,,2011
s3380,Movie,The Adventures of Dr. Buckeye Bottoms,2017,Rattlesnake,Zak Hilditch,"Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Pratt, Debrianna Mansini, Bruce Davis",United States,,,0,1,0,0,86 min,"Horror Movies, Independent Movies, Thrillers",14/100,1-Dec-18,2016,TV-Y,,,,37156
s3990,TV Show,The Adventures of Maya the Honey Bee,1975,Stay Tuned!,,"Kyoko Yoshine, Hiroki Iijima, Kanako Miyashita, Yo Oizumi, Ken Yasuda",Japan,all,6.7/10,0,0,1,0,1 Season,"International TV Shows, TV Comedies, TV Dramas",44/100,26-Aug-20,2019,TV-MA,,,,2948
s2884,TV Show,The Adventures of Paddington Bear,1997,The Trials of Gabriel Fernandez,,,United States,all,7.1/10,0,1,0,0,1 Season,"Crime TV Shows, Docuseries",48/100,21-Dec-18,2017,TV-14,,,,758
s1037,Movie,The Adventures of Puss in Boots,2015,Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",United States,7+,6.7/10,1,0,0,0,88 min,"Action & Adventure, Sci-Fi & Fantasy",51/100,4-Jan-19,2018,TV-PG,,,,7988
s3856,TV Show,The Adventures of Swiss Family Robinson,1998,The Writer,,"Bassel Khayyat, Daniella Rahme, Nada Abou Farhat, Nicolas Daniel, Gabriel Yammine",Lebanon,,7.4/10,0,0,1,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",48/100,9-May-19,2013,TV-14,,,,48562
s3488,Movie,The Affair,2014,The Grandmaster,Wong Kar Wai,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China",18+,7.9/10,0,0,1,0,108 min,"Action & Adventure, Dramas, International Movies",78/100,10-Apr-19,2019,TV-MA,,,,437
s1109,Movie,The AlcÃ sser Murders,2019,Irul,Naseef Yusuf Izuddin,"Fahadh Faasil, Soubin Shahir, Darshana Rajendran",India,18+,7.1/10,1,0,0,0,91 min,"International Movies, Thrillers",50/100,19-Oct-20,2017,TV-MA,,,,11074
s3262,Movie,The Alec Baldwin Show,2018,Suffragette,Sarah Gavron,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth","United Kingdom, France",,3.3/10,0,1,0,0,107 min,"Dramas, International Movies",28/100,1-Nov-19,1990,TV-PG,,,,266
s2775,TV Show,The Aliens,2016,7SEEDS,,"Nao Toyama, Jun Fukuyama, Katsuyuki Konishi, Yoko Soumi, Kana Asumi, Akira Ishida, Aoi Yuki, Kazuhiko Inoue, Yoko Hikasa, Hirofumi Nojima, Ryotaro Okiayu, Eri Kitamura, Mamiko Noto, Ryo Hirohashi, Shizuka Ito, Hisao Egawa, Mayumi Asano, Kenta Miyake, Ai Kakuma, Kaito Ishikawa, Mikako Komatsu, Daisuke Sakaguchi, Takanori Hoshino, Kenjiro Tsuda, Nozomu Sasaki, Kenji Nojima, Houko Kuwashima, Kensho Ono, Takahiro Sakurai, Haruka Chisuga, Yu Shimamura, Takuma Terashima, Takuya Sato, Junko Minagawa, Masashi Sugawara, Sho Hayami, Kazuyuki Okitsu, Minako Kotobuki",,7+,6.1/10,0,1,0,0,2 Seasons,"Anime Series, International TV Shows",51/100,1-Oct-19,2019,TV-PG,,,,4122
s4399,Movie,The Amazing Gayl Pile,2015,Loudon Wainwright III: Surviving Twin,Christopher Guest,Loudon Wainwright III,,,4.6/10,0,0,1,0,92 min,Music & Musicals,31/100,18-Oct-19,2019,TV-MA,,,,1238
s2236,TV Show,The Amazing Race,2001,Dark Desire,,"Maite Perroni, Erik Hayser, Alejandro Speitzer, María Fernanda Yepes, Jorge Poza, Regina Pavón, Paulina Matos, Leticia Huijara, Claudia Pineda, Esteban Soberanes, Claudia Ríos, Samantha Orozco, Fabián Merlo, Eligio Meléndez, Carmen Beato, Carlos Torres, Toño Valdés",Mexico,7+,7.6/10,0,1,1,0,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",68/100,5-Feb-21,2020,TV-MA,,,,30511
s4577,Movie,The Amazing World of Aviation,2013,Khido Khundi,Rohit Jugraj,"Ranjit Bawa, Mandy Takhar, Manav Vij, Elnaaz Norouzi, Mahavir Bhullar, Guggu Gill, Seema Kaushal, Sukhbir Singh",India,,,0,0,1,0,151 min,"Dramas, International Movies, Sports Movies",16/100,1-Jun-17,2016,TV-MA,,,,2437
s2166,TV Show,The Amazing World of Gumball,2011,World's Most Wanted,,,United States,7+,8.2/10,0,1,0,0,1 Season,"Crime TV Shows, Docuseries, International TV Shows",71/100,1-Aug-18,1983,TV-14,,,,7358
s1193,Movie,The American Barbecue Showdown,2020,The Present,Farah Nabulsi,"Saleh Bakri, Maryam Kanj, Maryam Kamiel Basha, Ameer Khlawe, Ala' Hanani, Malak Abu Ghraibeh, Karam Elayyan, Leila Mouammar, Angie Saba","United Kingdom,",,7.2/10,1,0,0,0,24 min,"Dramas, International Movies",48/100,1-Sep-17,2017,TV-MA,,,,1257
s1659,TV Show,The American Bible Challenge,2012,Valentino,,"Adel Imam, Dalal Abdelaziz, Hamdy Al-Merghany, Mohamed al-Kilani, Tarek El Ebiary, Huda El Mufti, Soleiman Eid, Badria Tolba, Reda Idrees, Enaam Al-Gritly, Wafaa Sadeq, Rania Mahmoud Yassin",Egypt,all,6.4/10,1,0,0,0,1 Season,"International TV Shows, TV Comedies, TV Dramas",39/100,1-Feb-18,2015,TV-MA,,,,306336
s4427,Movie,The American Dream Project,2015,Barfi!,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Ashish Vidyarthi, Rupa Ganguly, Bholaraj Sapkota, Jishu Sengupta, Haradhan Bannerjee",India,,6.8/10,0,0,1,0,144 min,"Comedies, Dramas, International Movies",29/100,15-Mar-18,2016,TV-MA,,,,62
s3455,TV Show,The Americans,2013,Rotten,,,United States,18+,8.4/10,0,0,1,0,2 Seasons,"Docuseries, Science & Nature TV",87/100,15-Mar-18,2016,TV-MA,,,,2280
s3532,Movie,The Andy Griffith Show,1960,Care of Kancharapalem,Maha Venkatesh,"Subba Rao Vepada, Radha Bessy, Kesava Karri, Nithyasri Goru, Karthik Rathnam, Praneetha Patnaik, Mohan Bhagath, Praveena Paruchuri",India,all,8.3/10,0,0,1,0,142 min,"Comedies, Dramas, Independent Movies",70/100,12-Jan-17,2016,TV-14,,,,1370
s4010,Movie,The Annoying Orange,2009,Jeff Dunham: Minding the Monsters,Manny Rodriguez,Jeff Dunham,United States,7+,,0,0,1,0,80 min,Stand-Up Comedy,43/100,28-Oct-19,2018,TV-14,,,,16987
s2694,Movie,The Asterisk War,2015,Love Wedding Repeat,Dean Craig,"Sam Claflin, Olivia Munn, Freida Pinto, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa","United Kingdom, Italy",16+,6.9/10,0,1,0,0,101 min,"Comedies, International Movies, Romantic Movies",54/100,1-Nov-20,1989,TV-MA,,,,2978
s4045,TV Show,The Attackers,2013,A Korean Odyssey,,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",South Korea,,7.4/10,0,0,1,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",42/100,1-Dec-20,2000,TV-14,,,,13599
s5090,TV Show,The Avengers: Earth's Mightiest Heroes,2010,Tundukkan Playboy Itu,,"Hafidz Roshdi, Uqasha Senrose, Alif Satar, Mawar Rashid",,7+,8.3/10,0,0,0,1,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",65/100,4-Jul-20,2020,TV-MA,,,,13640
s5254,Movie,The Avengers: United They Stand,1999,Long Shot,Jacob LaMendola,,United States,7+,5.5/10,0,0,0,1,40 min,Documentaries,45/100,11-Sep-21,2021,TV-MA,,,,118
s2783,Movie,The Awesomes,2013,Tom Segura: Ball Hog,Rami Hachache,Tom Segura,United States,16+,7.3/10,0,1,0,0,70 min,Stand-Up Comedy,51/100,1-Dec-18,2018,TV-G,,,,704
s404,TV Show,The Baby-Sitters Club,2020,The Movies That Made Us,,,United States,7+,7.4/10,1,0,1,0,2 Seasons,Docuseries,66/100,11-Jul-19,2019,TV-Y7,,,,976
s4897,Movie,The Bacca Chronicles,2015,Pocoyo Halloween: Spooky Movies,,"Stephen Fry, Montana Smedley",,,,0,0,1,0,22 min,Movies,10/100,20-May-21,2021,TV-Y7,,,,520
s2711,TV Show,The Bachelor,2002,Legacies,,"Danielle Rose Russell, Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, Quincy Fouse, Peyton Alex Smith, Matthew Davis, Archie L. Winston",United States,16+,3.2/10,0,1,0,0,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",53/100,22-Apr-19,2019,TV-Y,,,,240
s644,Movie,The Bachelorette,2003,The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",United States,16+,3.4/10,1,1,0,0,87 min,Horror Movies,60/100,19-Aug-20,2020,TV-Y7,,,,103749
s3650,Movie,The Backyardigans,2004,The Twins Effect II,"Corey Yuen, Patrick Leung","Donnie Yen, Jaycee Chan, Charlene Choi, Gillian Chung, Wilson Chen Bo-Lin, Tony Leung Ka Fai, Qu Ying, Fan Bingbing, Xie Jing-jing, Daniel Wu, Edison Chen, Jackie Chan","Hong Kong, China",7+,7.0/10,0,0,1,0,106 min,"Action & Adventure, Comedies, International Movies",59/100,19-Oct-19,2019,TV-MA,,,,706
s5065,Movie,The Bad Batch,2021,Acts of Vengeance,Isaac Florentine,"Antonio Banderas, Karl Urban, Paz Vega, Robert Forster, Clint Dyer, Cristina Serafini, Lillian Blankenship, Atanas Srebrev, Mark Rhino Smith","Bulgaria, United States",7+,8.2/10,1,0,0,1,87 min,"Action & Adventure, International Movies",82/100,15-Jul-20,2020,TV-MA,,,,3443
s380,TV Show,The Baker and the Beauty,2020,Tattoo Redo,,,,16+,7.4/10,1,0,1,0,1 Season,Reality TV,67/100,27-Nov-19,2019,TV-MA,,,,28951
